4,0,6,12,1,11,0,0,4,4,5,0,5,5,5,0,5,5,5,5,0,5
2,0,10,12,12,11,0,4,4,4,0,0,5,0,0,5,5,5,5,5,0,5
0,0,4,11,0,11,0,4,0,4,0,0,5,5,5,5,5,5,5,5,5,5
6,11,12,11,10,11,0,4,4,4,0,5,5,5,5,0,5,5,0,5,5,5
5,0,6,12,1,11,0,0,4,4,0,5,5,5,0,0,5,5,5,5,5,5
4,12,6,12,12,11,0,0,4,4,0,5,0,5,5,5,5,5,0,0,5,5
11,12,5,11,1,6,0,0,4,4,5,5,0,5,5,5,5,5,5,5,5,5
1,12,12,12,12,12,0,4,4,4,5,0,5,5,5,5,5,5,5,5,5,5
4,0,10,12,12,6,0,4,0,4,5,5,5,5,5,0,0,5,5,5,5,5
4,12,12,12,12,4,0,0,4,4,5,0,0,5,5,5,5,5,5,5,5,5
10,12,6,8,12,12,0,0,4,4,5,0,0,5,5,5,5,5,5,5,5,5
9,12,6,12,12,11,0,0,4,4,5,0,5,5,5,5,5,5,5,5,5,5
10,12,12,12,12,12,0,4,4,4,5,5,5,5,5,5,5,5,0,5,5,5
8,0,6,12,0,12,0,0,4,4,5,5,5,5,5,5,5,5,5,5,5,5
7,12,6,12,12,12,0,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,5,0,1,0,0,4,0,5,0,5,0,0,5,0,5,0,0,5,0
0,0,12,3,0,3,0,0,0,0,0,0,0,5,0,5,0,5,0,5,5,5
8,0,5,3,0,11,0,4,0,4,5,5,0,5,5,0,0,5,0,5,5,0
4,0,0,11,1,11,0,0,0,4,0,5,5,5,5,0,5,5,5,5,5,5
9,12,9,11,8,12,0,4,4,4,5,0,5,5,5,5,5,5,5,5,5,5
0,0,10,1,12,11,0,4,4,4,5,0,5,0,5,0,5,5,5,5,5,5
1,0,0,11,12,11,0,4,4,4,5,0,5,5,5,5,5,5,5,5,5,5
3,0,0,12,2,4,0,0,4,4,5,5,0,5,5,0,5,5,5,5,5,5
10,12,12,12,12,11,0,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
8,0,11,8,12,11,0,0,4,4,5,5,5,0,5,0,5,5,5,5,0,5
1,0,4,10,0,1,0,0,0,0,0,5,0,5,0,0,0,5,5,5,0,5
1,0,4,0,0,0,0,0,0,0,5,5,5,5,5,5,0,5,5,0,5,0
0,0,6,11,0,2,0,4,0,0,5,0,0,5,5,5,0,5,5,5,0,0
8,0,10,12,11,6,4,4,0,4,5,5,5,5,5,5,5,5,0,5,5,5
5,0,12,12,12,11,0,0,0,4,5,0,5,5,5,5,5,5,5,5,5,5
3,7,6,11,1,6,0,0,0,0,0,0,0,0,5,5,0,5,0,5,5,5
0,6,4,2,6,6,0,0,0,4,0,5,0,5,0,5,5,5,0,5,5,5
4,7,6,4,1,11,0,4,0,4,5,0,0,5,5,0,5,5,0,5,5,5
1,12,11,6,12,8,0,0,4,4,0,5,0,5,5,0,5,5,0,5,5,5
5,12,10,12,12,11,0,0,4,0,5,5,5,0,5,5,5,5,5,5,5,5
1,12,12,4,12,9,0,4,4,4,5,0,5,5,5,5,5,5,5,5,5,5
9,12,12,12,12,7,0,4,0,4,5,5,5,5,5,5,5,5,5,5,5,5
3,0,4,2,6,0,0,0,0,0,0,0,0,0,5,5,5,5,0,5,5,5
0,0,5,2,1,6,0,0,0,4,0,0,0,5,5,5,0,5,5,0,5,5
5,0,4,12,12,6,0,4,4,0,5,5,5,5,5,0,5,5,5,5,5,5
5,12,12,0,12,2,0,0,4,4,0,0,5,5,5,0,5,5,5,5,5,5
6,7,4,1,8,11,0,0,0,4,5,0,5,0,0,0,5,5,0,5,5,5
7,0,5,12,11,11,0,4,4,4,5,5,5,5,5,5,0,5,5,5,5,5
5,12,10,12,12,11,0,4,4,4,5,5,0,5,5,5,5,5,5,5,5,5
6,0,12,12,8,11,0,0,4,4,5,0,0,5,5,5,0,5,5,5,5,5
9,12,12,2,12,11,0,0,4,4,5,0,0,0,5,5,5,5,5,5,5,5
5,0,5,12,1,11,0,0,4,4,5,0,0,5,5,0,5,5,0,5,5,5
7,6,11,6,12,6,0,0,4,4,5,5,5,5,5,5,5,5,5,5,5,5
5,12,12,12,12,11,0,0,4,4,5,0,0,5,5,5,5,5,0,5,5,5
0,12,10,12,1,5,0,0,4,0,0,5,0,5,5,0,0,5,5,5,5,5
5,0,0,4,0,11,0,0,4,4,5,5,0,0,5,0,5,5,0,5,5,5
0,12,7,12,12,11,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
5,6,12,12,12,0,0,0,4,4,5,5,5,5,5,0,5,5,5,5,5,5
0,0,4,2,1,1,0,0,4,0,5,5,0,0,5,5,5,5,5,5,5,5
5,12,10,12,6,11,0,0,4,4,5,5,5,5,5,5,5,5,5,5,5,5
0,7,0,0,1,11,0,0,4,4,0,0,0,0,0,0,0,5,5,5,5,5
3,7,6,12,1,5,0,0,4,4,5,0,5,0,5,5,5,5,0,5,5,5
